"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","1991","1991","18","Waterford","-","Both sexes","Number","91624"
"F1001C01","Population at Each Census","1991","1991","18","Waterford","1","Male","Number","45738"
"F1001C01","Population at Each Census","1991","1991","18","Waterford","2","Female","Number","45886"
"F1001C01","Population at Each Census","1991","1991","19","Galway","-","Both sexes","Number","180364"
"F1001C01","Population at Each Census","1991","1991","19","Galway","1","Male","Number","91005"
"F1001C01","Population at Each Census","1991","1991","19","Galway","2","Female","Number","89359"
"F1001C01","Population at Each Census","1991","1991","20","Leitrim","-","Both sexes","Number","25301"
"F1001C01","Population at Each Census","1991","1991","20","Leitrim","1","Male","Number","13203"
"F1001C01","Population at Each Census","1991","1991","20","Leitrim","2","Female","Number","12098"
"F1001C01","Population at Each Census","1991","1991","21","Mayo","-","Both sexes","Number","110713"
"F1001C01","Population at Each Census","1991","1991","21","Mayo","1","Male","Number","55981"
"F1001C01","Population at Each Census","1991","1991","21","Mayo","2","Female","Number","54732"
"F1001C01","Population at Each Census","1991","1991","22","Roscommon","-","Both sexes","Number","51897"
"F1001C01","Population at Each Census","1991","1991","22","Roscommon","1","Male","Number","26694"
"F1001C01","Population at Each Census","1991","1991","22","Roscommon","2","Female","Number","25203"
"F1001C01","Population at Each Census","1991","1991","23","Sligo","-","Both sexes","Number","54756"
"F1001C01","Population at Each Census","1991","1991","23","Sligo","1","Male","Number","27248"
"F1001C01","Population at Each Census","1991","1991","23","Sligo","2","Female","Number","27508"
"F1001C01","Population at Each Census","1991","1991","24","Cavan","-","Both sexes","Number","52796"
"F1001C01","Population at Each Census","1991","1991","24","Cavan","1","Male","Number","27314"
"F1001C01","Population at Each Census","1991","1991","24","Cavan","2","Female","Number","25482"
"F1001C01","Population at Each Census","1991","1991","25","Donegal","-","Both sexes","Number","128117"
"F1001C01","Population at Each Census","1991","1991","25","Donegal","1","Male","Number","64817"
"F1001C01","Population at Each Census","1991","1991","25","Donegal","2","Female","Number","63300"
"F1001C01","Population at Each Census","1991","1991","26","Monaghan","-","Both sexes","Number","51293"
"F1001C01","Population at Each Census","1991","1991","26","Monaghan","1","Male","Number","26212"
"F1001C01","Population at Each Census","1991","1991","26","Monaghan","2","Female","Number","25081"
"F1001C01","Population at Each Census","1996","1996","-","State","-","Both sexes","Number","3626087"
"F1001C01","Population at Each Census","1996","1996","-","State","1","Male","Number","1800232"
"F1001C01","Population at Each Census","1996","1996","-","State","2","Female","Number","1825855"
"F1001C01","Population at Each Census","1996","1996","01","Carlow","-","Both sexes","Number","41616"
"F1001C01","Population at Each Census","1996","1996","01","Carlow","1","Male","Number","21086"
"F1001C01","Population at Each Census","1996","1996","01","Carlow","2","Female","Number","20530"
"F1001C01","Population at Each Census","1996","1996","02","Dublin","-","Both sexes","Number","1058264"
"F1001C01","Population at Each Census","1996","1996","02","Dublin","1","Male","Number","508966"
"F1001C01","Population at Each Census","1996","1996","02","Dublin","2","Female","Number","549298"
"F1001C01","Population at Each Census","1996","1996","03","Kildare","-","Both sexes","Number","134992"
"F1001C01","Population at Each Census","1996","1996","03","Kildare","1","Male","Number","68007"
"F1001C01","Population at Each Census","1996","1996","03","Kildare","2","Female","Number","66985"
"F1001C01","Population at Each Census","1996","1996","04","Kilkenny","-","Both sexes","Number","75336"
"F1001C01","Population at Each Census","1996","1996","04","Kilkenny","1","Male","Number","38144"
"F1001C01","Population at Each Census","1996","1996","04","Kilkenny","2","Female","Number","37192"
"F1001C01","Population at Each Census","1996","1996","05","Laois","-","Both sexes","Number","52945"
"F1001C01","Population at Each Census","1996","1996","05","Laois","1","Male","Number","27160"
"F1001C01","Population at Each Census","1996","1996","05","Laois","2","Female","Number","25785"
"F1001C01","Population at Each Census","1996","1996","06","Longford","-","Both sexes","Number","30166"
"F1001C01","Population at Each Census","1996","1996","06","Longford","1","Male","Number","15468"
"F1001C01","Population at Each Census","1996","1996","06","Longford","2","Female","Number","14698"
"F1001C01","Population at Each Census","1996","1996","07","Louth","-","Both sexes","Number","92166"
"F1001C01","Population at Each Census","1996","1996","07","Louth","1","Male","Number","45641"
"F1001C01","Population at Each Census","1996","1996","07","Louth","2","Female","Number","46525"
"F1001C01","Population at Each Census","1996","1996","08","Meath","-","Both sexes","Number","109732"
"F1001C01","Population at Each Census","1996","1996","08","Meath","1","Male","Number","55340"
"F1001C01","Population at Each Census","1996","1996","08","Meath","2","Female","Number","54392"
"F1001C01","Population at Each Census","1996","1996","09","Offaly","-","Both sexes","Number","59117"
"F1001C01","Population at Each Census","1996","1996","09","Offaly","1","Male","Number","30003"
"F1001C01","Population at Each Census","1996","1996","09","Offaly","2","Female","Number","29114"
"F1001C01","Population at Each Census","1996","1996","10","Westmeath","-","Both sexes","Number","63314"
"F1001C01","Population at Each Census","1996","1996","10","Westmeath","1","Male","Number","31599"
"F1001C01","Population at Each Census","1996","1996","10","Westmeath","2","Female","Number","31715"
"F1001C01","Population at Each Census","1996","1996","11","Wexford","-","Both sexes","Number","104371"
"F1001C01","Population at Each Census","1996","1996","11","Wexford","1","Male","Number","52432"
"F1001C01","Population at Each Census","1996","1996","11","Wexford","2","Female","Number","51939"
"F1001C01","Population at Each Census","1996","1996","12","Wicklow","-","Both sexes","Number","102683"
"F1001C01","Population at Each Census","1996","1996","12","Wicklow","1","Male","Number","50823"
"F1001C01","Population at Each Census","1996","1996","12","Wicklow","2","Female","Number","51860"
"F1001C01","Population at Each Census","1996","1996","13","Clare","-","Both sexes","Number","94006"
"F1001C01","Population at Each Census","1996","1996","13","Clare","1","Male","Number","47789"
"F1001C01","Population at Each Census","1996","1996","13","Clare","2","Female","Number","46217"
"F1001C01","Population at Each Census","1996","1996","14","Cork","-","Both sexes","Number","420510"
"F1001C01","Population at Each Census","1996","1996","14","Cork","1","Male","Number","209177"
"F1001C01","Population at Each Census","1996","1996","14","Cork","2","Female","Number","211333"
"F1001C01","Population at Each Census","1996","1996","15","Kerry","-","Both sexes","Number","126130"
"F1001C01","Population at Each Census","1996","1996","15","Kerry","1","Male","Number","63801"
"F1001C01","Population at Each Census","1996","1996","15","Kerry","2","Female","Number","62329"
"F1001C01","Population at Each Census","1996","1996","16","Limerick","-","Both sexes","Number","165042"
"F1001C01","Population at Each Census","1996","1996","16","Limerick","1","Male","Number","82546"
"F1001C01","Population at Each Census","1996","1996","16","Limerick","2","Female","Number","82496"
"F1001C01","Population at Each Census","1996","1996","17","Tipperary","-","Both sexes","Number","133535"
"F1001C01","Population at Each Census","1996","1996","17","Tipperary","1","Male","Number","67602"
"F1001C01","Population at Each Census","1996","1996","17","Tipperary","2","Female","Number","65933"
"F1001C01","Population at Each Census","1996","1996","18","Waterford","-","Both sexes","Number","94680"
"F1001C01","Population at Each Census","1996","1996","18","Waterford","1","Male","Number","47302"
"F1001C01","Population at Each Census","1996","1996","18","Waterford","2","Female","Number","47378"
"F1001C01","Population at Each Census","1996","1996","19","Galway","-","Both sexes","Number","188854"
"F1001C01","Population at Each Census","1996","1996","19","Galway","1","Male","Number","94529"
"F1001C01","Population at Each Census","1996","1996","19","Galway","2","Female","Number","94325"
"F1001C01","Population at Each Census","1996","1996","20","Leitrim","-","Both sexes","Number","25057"
"F1001C01","Population at Each Census","1996","1996","20","Leitrim","1","Male","Number","13044"
"F1001C01","Population at Each Census","1996","1996","20","Leitrim","2","Female","Number","12013"
"F1001C01","Population at Each Census","1996","1996","21","Mayo","-","Both sexes","Number","111524"
"F1001C01","Population at Each Census","1996","1996","21","Mayo","1","Male","Number","56371"
"F1001C01","Population at Each Census","1996","1996","21","Mayo","2","Female","Number","55153"
"F1001C01","Population at Each Census","1996","1996","22","Roscommon","-","Both sexes","Number","51975"
"F1001C01","Population at Each Census","1996","1996","22","Roscommon","1","Male","Number","26695"
"F1001C01","Population at Each Census","1996","1996","22","Roscommon","2","Female","Number","25280"
"F1001C01","Population at Each Census","1996","1996","23","Sligo","-","Both sexes","Number","55821"
"F1001C01","Population at Each Census","1996","1996","23","Sligo","1","Male","Number","27748"
"F1001C01","Population at Each Census","1996","1996","23","Sligo","2","Female","Number","28073"
"F1001C01","Population at Each Census","1996","1996","24","Cavan","-","Both sexes","Number","52944"
"F1001C01","Population at Each Census","1996","1996","24","Cavan","1","Male","Number","27281"
"F1001C01","Population at Each Census","1996","1996","24","Cavan","2","Female","Number","25663"
"F1001C01","Population at Each Census","1996","1996","25","Donegal","-","Both sexes","Number","129994"
"F1001C01","Population at Each Census","1996","1996","25","Donegal","1","Male","Number","65520"
"F1001C01","Population at Each Census","1996","1996","25","Donegal","2","Female","Number","64474"
"F1001C01","Population at Each Census","1996","1996","26","Monaghan","-","Both sexes","Number","51313"
"F1001C01","Population at Each Census","1996","1996","26","Monaghan","1","Male","Number","26158"
"F1001C01","Population at Each Census","1996","1996","26","Monaghan","2","Female","Number","25155"
"F1001C01","Population at Each Census","2002","2002","-","State","-","Both sexes","Number","3917203"
"F1001C01","Population at Each Census","2002","2002","-","State","1","Male","Number","1946164"
"F1001C01","Population at Each Census","2002","2002","-","State","2","Female","Number","1971039"
"F1001C01","Population at Each Census","2002","2002","01","Carlow","-","Both sexes","Number","46014"
"F1001C01","Population at Each Census","2002","2002","01","Carlow","1","Male","Number","23403"
"F1001C01","Population at Each Census","2002","2002","01","Carlow","2","Female","Number","22611"
"F1001C01","Population at Each Census","2002","2002","02","Dublin","-","Both sexes","Number","1122821"
"F1001C01","Population at Each Census","2002","2002","02","Dublin","1","Male","Number","544075"
"F1001C01","Population at Each Census","2002","2002","02","Dublin","2","Female","Number","578746"
"F1001C01","Population at Each Census","2002","2002","03","Kildare","-","Both sexes","Number","163944"
"F1001C01","Population at Each Census","2002","2002","03","Kildare","1","Male","Number","82735"
"F1001C01","Population at Each Census","2002","2002","03","Kildare","2","Female","Number","81209"
"F1001C01","Population at Each Census","2002","2002","04","Kilkenny","-","Both sexes","Number","80339"
"F1001C01","Population at Each Census","2002","2002","04","Kilkenny","1","Male","Number","40540"
"F1001C01","Population at Each Census","2002","2002","04","Kilkenny","2","Female","Number","39799"
"F1001C01","Population at Each Census","2002","2002","05","Laois","-","Both sexes","Number","58774"
"F1001C01","Population at Each Census","2002","2002","05","Laois","1","Male","Number","30131"
"F1001C01","Population at Each Census","2002","2002","05","Laois","2","Female","Number","28643"
"F1001C01","Population at Each Census","2002","2002","06","Longford","-","Both sexes","Number","31068"
"F1001C01","Population at Each Census","2002","2002","06","Longford","1","Male","Number","15794"
"F1001C01","Population at Each Census","2002","2002","06","Longford","2","Female","Number","15274"
"F1001C01","Population at Each Census","2002","2002","07","Louth","-","Both sexes","Number","101821"
"F1001C01","Population at Each Census","2002","2002","07","Louth","1","Male","Number","50489"
"F1001C01","Population at Each Census","2002","2002","07","Louth","2","Female","Number","51332"
"F1001C01","Population at Each Census","2002","2002","08","Meath","-","Both sexes","Number","134005"
"F1001C01","Population at Each Census","2002","2002","08","Meath","1","Male","Number","67733"
"F1001C01","Population at Each Census","2002","2002","08","Meath","2","Female","Number","66272"
"F1001C01","Population at Each Census","2002","2002","09","Offaly","-","Both sexes","Number","63663"
"F1001C01","Population at Each Census","2002","2002","09","Offaly","1","Male","Number","32185"
"F1001C01","Population at Each Census","2002","2002","09","Offaly","2","Female","Number","31478"
"F1001C01","Population at Each Census","2002","2002","10","Westmeath","-","Both sexes","Number","71858"
"F1001C01","Population at Each Census","2002","2002","10","Westmeath","1","Male","Number","35960"
"F1001C01","Population at Each Census","2002","2002","10","Westmeath","2","Female","Number","35898"
"F1001C01","Population at Each Census","2002","2002","11","Wexford","-","Both sexes","Number","116596"
"F1001C01","Population at Each Census","2002","2002","11","Wexford","1","Male","Number","58170"
"F1001C01","Population at Each Census","2002","2002","11","Wexford","2","Female","Number","58426"
"F1001C01","Population at Each Census","2002","2002","12","Wicklow","-","Both sexes","Number","114676"
"F1001C01","Population at Each Census","2002","2002","12","Wicklow","1","Male","Number","56800"
"F1001C01","Population at Each Census","2002","2002","12","Wicklow","2","Female","Number","57876"
"F1001C01","Population at Each Census","2002","2002","13","Clare","-","Both sexes","Number","103277"
"F1001C01","Population at Each Census","2002","2002","13","Clare","1","Male","Number","52063"
"F1001C01","Population at Each Census","2002","2002","13","Clare","2","Female","Number","51214"
"F1001C01","Population at Each Census","2002","2002","14","Cork","-","Both sexes","Number","447829"
"F1001C01","Population at Each Census","2002","2002","14","Cork","1","Male","Number","222317"
"F1001C01","Population at Each Census","2002","2002","14","Cork","2","Female","Number","225512"
"F1001C01","Population at Each Census","2002","2002","15","Kerry","-","Both sexes","Number","132527"
"F1001C01","Population at Each Census","2002","2002","15","Kerry","1","Male","Number","66572"
"F1001C01","Population at Each Census","2002","2002","15","Kerry","2","Female","Number","65955"
"F1001C01","Population at Each Census","2002","2002","16","Limerick","-","Both sexes","Number","175304"
"F1001C01","Population at Each Census","2002","2002","16","Limerick","1","Male","Number","87631"
"F1001C01","Population at Each Census","2002","2002","16","Limerick","2","Female","Number","87673"
"F1001C01","Population at Each Census","2002","2002","17","Tipperary","-","Both sexes","Number","140131"
"F1001C01","Population at Each Census","2002","2002","17","Tipperary","1","Male","Number","70863"
"F1001C01","Population at Each Census","2002","2002","17","Tipperary","2","Female","Number","69268"
"F1001C01","Population at Each Census","2002","2002","18","Waterford","-","Both sexes","Number","101546"
"F1001C01","Population at Each Census","2002","2002","18","Waterford","1","Male","Number","50672"
"F1001C01","Population at Each Census","2002","2002","18","Waterford","2","Female","Number","50874"
"F1001C01","Population at Each Census","2002","2002","19","Galway","-","Both sexes","Number","209077"
"F1001C01","Population at Each Census","2002","2002","19","Galway","1","Male","Number","104367"
"F1001C01","Population at Each Census","2002","2002","19","Galway","2","Female","Number","104710"
"F1001C01","Population at Each Census","2002","2002","20","Leitrim","-","Both sexes","Number","25799"
"F1001C01","Population at Each Census","2002","2002","20","Leitrim","1","Male","Number","13324"
"F1001C01","Population at Each Census","2002","2002","20","Leitrim","2","Female","Number","12475"
"F1001C01","Population at Each Census","2002","2002","21","Mayo","-","Both sexes","Number","117446"
"F1001C01","Population at Each Census","2002","2002","21","Mayo","1","Male","Number","59149"
"F1001C01","Population at Each Census","2002","2002","21","Mayo","2","Female","Number","58297"
"F1001C01","Population at Each Census","2002","2002","22","Roscommon","-","Both sexes","Number","53774"
"F1001C01","Population at Each Census","2002","2002","22","Roscommon","1","Male","Number","27583"
"F1001C01","Population at Each Census","2002","2002","22","Roscommon","2","Female","Number","26191"
"F1001C01","Population at Each Census","2002","2002","23","Sligo","-","Both sexes","Number","58200"
"F1001C01","Population at Each Census","2002","2002","23","Sligo","1","Male","Number","28771"
"F1001C01","Population at Each Census","2002","2002","23","Sligo","2","Female","Number","29429"
"F1001C01","Population at Each Census","2002","2002","24","Cavan","-","Both sexes","Number","56546"
"F1001C01","Population at Each Census","2002","2002","24","Cavan","1","Male","Number","29015"
"F1001C01","Population at Each Census","2002","2002","24","Cavan","2","Female","Number","27531"
"F1001C01","Population at Each Census","2002","2002","25","Donegal","-","Both sexes","Number","137575"
"F1001C01","Population at Each Census","2002","2002","25","Donegal","1","Male","Number","69016"
"F1001C01","Population at Each Census","2002","2002","25","Donegal","2","Female","Number","68559"
"F1001C01","Population at Each Census","2002","2002","26","Monaghan","-","Both sexes","Number","52593"
"F1001C01","Population at Each Census","2002","2002","26","Monaghan","1","Male","Number","26806"
"F1001C01","Population at Each Census","2002","2002","26","Monaghan","2","Female","Number","25787"
"F1001C01","Population at Each Census","2006","2006","-","State","-","Both sexes","Number","4239848"
"F1001C01","Population at Each Census","2006","2006","-","State","1","Male","Number","2121171"
"F1001C01","Population at Each Census","2006","2006","-","State","2","Female","Number","2118677"
"F1001C01","Population at Each Census","2006","2006","01","Carlow","-","Both sexes","Number","50349"
"F1001C01","Population at Each Census","2006","2006","01","Carlow","1","Male","Number","25611"
"F1001C01","Population at Each Census","2006","2006","01","Carlow","2","Female","Number","24738"
"F1001C01","Population at Each Census","2006","2006","02","Dublin","-","Both sexes","Number","1187176"
"F1001C01","Population at Each Census","2006","2006","02","Dublin","1","Male","Number","582557"
"F1001C01","Population at Each Census","2006","2006","02","Dublin","2","Female","Number","604619"
"F1001C01","Population at Each Census","2006","2006","03","Kildare","-","Both sexes","Number","186335"
"F1001C01","Population at Each Census","2006","2006","03","Kildare","1","Male","Number","94190"
"F1001C01","Population at Each Census","2006","2006","03","Kildare","2","Female","Number","92145"
"F1001C01","Population at Each Census","2006","2006","04","Kilkenny","-","Both sexes","Number","87558"
"F1001C01","Population at Each Census","2006","2006","04","Kilkenny","1","Male","Number","44263"
"F1001C01","Population at Each Census","2006","2006","04","Kilkenny","2","Female","Number","43295"
"F1001C01","Population at Each Census","2006","2006","05","Laois","-","Both sexes","Number","67059"
"F1001C01","Population at Each Census","2006","2006","05","Laois","1","Male","Number","34409"
"F1001C01","Population at Each Census","2006","2006","05","Laois","2","Female","Number","32650"
"F1001C01","Population at Each Census","2006","2006","06","Longford","-","Both sexes","Number","34391"
"F1001C01","Population at Each Census","2006","2006","06","Longford","1","Male","Number","17573"
"F1001C01","Population at Each Census","2006","2006","06","Longford","2","Female","Number","16818"
"F1001C01","Population at Each Census","2006","2006","07","Louth","-","Both sexes","Number","111267"
"F1001C01","Population at Each Census","2006","2006","07","Louth","1","Male","Number","55335"
"F1001C01","Population at Each Census","2006","2006","07","Louth","2","Female","Number","55932"
"F1001C01","Population at Each Census","2006","2006","08","Meath","-","Both sexes","Number","162831"
"F1001C01","Population at Each Census","2006","2006","08","Meath","1","Male","Number","82651"
"F1001C01","Population at Each Census","2006","2006","08","Meath","2","Female","Number","80180"
"F1001C01","Population at Each Census","2006","2006","09","Offaly","-","Both sexes","Number","70868"
"F1001C01","Population at Each Census","2006","2006","09","Offaly","1","Male","Number","35937"
"F1001C01","Population at Each Census","2006","2006","09","Offaly","2","Female","Number","34931"
"F1001C01","Population at Each Census","2006","2006","10","Westmeath","-","Both sexes","Number","79346"
"F1001C01","Population at Each Census","2006","2006","10","Westmeath","1","Male","Number","39819"
"F1001C01","Population at Each Census","2006","2006","10","Westmeath","2","Female","Number","39527"
"F1001C01","Population at Each Census","2006","2006","11","Wexford","-","Both sexes","Number","131749"
"F1001C01","Population at Each Census","2006","2006","11","Wexford","1","Male","Number","66070"
"F1001C01","Population at Each Census","2006","2006","11","Wexford","2","Female","Number","65679"
"F1001C01","Population at Each Census","2006","2006","12","Wicklow","-","Both sexes","Number","126194"
"F1001C01","Population at Each Census","2006","2006","12","Wicklow","1","Male","Number","62905"
"F1001C01","Population at Each Census","2006","2006","12","Wicklow","2","Female","Number","63289"
"F1001C01","Population at Each Census","2006","2006","13","Clare","-","Both sexes","Number","110950"
"F1001C01","Population at Each Census","2006","2006","13","Clare","1","Male","Number","56048"
"F1001C01","Population at Each Census","2006","2006","13","Clare","2","Female","Number","54902"
"F1001C01","Population at Each Census","2006","2006","14","Cork","-","Both sexes","Number","481295"
"F1001C01","Population at Each Census","2006","2006","14","Cork","1","Male","Number","240814"
"F1001C01","Population at Each Census","2006","2006","14","Cork","2","Female","Number","240481"
"F1001C01","Population at Each Census","2006","2006","15","Kerry","-","Both sexes","Number","139835"
"F1001C01","Population at Each Census","2006","2006","15","Kerry","1","Male","Number","70641"
"F1001C01","Population at Each Census","2006","2006","15","Kerry","2","Female","Number","69194"
"F1001C01","Population at Each Census","2006","2006","16","Limerick","-","Both sexes","Number","184055"
"F1001C01","Population at Each Census","2006","2006","16","Limerick","1","Male","Number","92680"
"F1001C01","Population at Each Census","2006","2006","16","Limerick","2","Female","Number","91375"
"F1001C01","Population at Each Census","2006","2006","17","Tipperary","-","Both sexes","Number","149244"
"F1001C01","Population at Each Census","2006","2006","17","Tipperary","1","Male","Number","75818"
"F1001C01","Population at Each Census","2006","2006","17","Tipperary","2","Female","Number","73426"
"F1001C01","Population at Each Census","2006","2006","18","Waterford","-","Both sexes","Number","107961"
"F1001C01","Population at Each Census","2006","2006","18","Waterford","1","Male","Number","53932"
"F1001C01","Population at Each Census","2006","2006","18","Waterford","2","Female","Number","54029"
"F1001C01","Population at Each Census","2006","2006","19","Galway","-","Both sexes","Number","231670"
"F1001C01","Population at Each Census","2006","2006","19","Galway","1","Male","Number","116476"
"F1001C01","Population at Each Census","2006","2006","19","Galway","2","Female","Number","115194"
"F1001C01","Population at Each Census","2006","2006","20","Leitrim","-","Both sexes","Number","28950"
"F1001C01","Population at Each Census","2006","2006","20","Leitrim","1","Male","Number","14903"
"F1001C01","Population at Each Census","2006","2006","20","Leitrim","2","Female","Number","14047"
"F1001C01","Population at Each Census","2006","2006","21","Mayo","-","Both sexes","Number","123839"
"F1001C01","Population at Each Census","2006","2006","21","Mayo","1","Male","Number","62636"
"F1001C01","Population at Each Census","2006","2006","21","Mayo","2","Female","Number","61203"
"F1001C01","Population at Each Census","2006","2006","22","Roscommon","-","Both sexes","Number","58768"
"F1001C01","Population at Each Census","2006","2006","22","Roscommon","1","Male","Number","30178"
"F1001C01","Population at Each Census","2006","2006","22","Roscommon","2","Female","Number","28590"
"F1001C01","Population at Each Census","2006","2006","23","Sligo","-","Both sexes","Number","60894"
"F1001C01","Population at Each Census","2006","2006","23","Sligo","1","Male","Number","30257"
"F1001C01","Population at Each Census","2006","2006","23","Sligo","2","Female","Number","30637"
"F1001C01","Population at Each Census","2006","2006","24","Cavan","-","Both sexes","Number","64003"
"F1001C01","Population at Each Census","2006","2006","24","Cavan","1","Male","Number","32915"
"F1001C01","Population at Each Census","2006","2006","24","Cavan","2","Female","Number","31088"
"F1001C01","Population at Each Census","2006","2006","25","Donegal","-","Both sexes","Number","147264"
"F1001C01","Population at Each Census","2006","2006","25","Donegal","1","Male","Number","73970"
"F1001C01","Population at Each Census","2006","2006","25","Donegal","2","Female","Number","73294"
"F1001C01","Population at Each Census","2006","2006","26","Monaghan","-","Both sexes","Number","55997"
"F1001C01","Population at Each Census","2006","2006","26","Monaghan","1","Male","Number","28583"
"F1001C01","Population at Each Census","2006","2006","26","Monaghan","2","Female","Number","27414"
"F1001C01","Population at Each Census","2011","2011","-","State","-","Both sexes","Number","4588252"
"F1001C01","Population at Each Census","2011","2011","-","State","1","Male","Number","2272699"
"F1001C01","Population at Each Census","2011","2011","-","State","2","Female","Number","2315553"
"F1001C01","Population at Each Census","2011","2011","01","Carlow","-","Both sexes","Number","54612"
"F1001C01","Population at Each Census","2011","2011","01","Carlow","1","Male","Number","27431"
"F1001C01","Population at Each Census","2011","2011","01","Carlow","2","Female","Number","27181"
"F1001C01","Population at Each Census","2011","2011","02","Dublin","-","Both sexes","Number","1273069"
"F1001C01","Population at Each Census","2011","2011","02","Dublin","1","Male","Number","619902"
"F1001C01","Population at Each Census","2011","2011","02","Dublin","2","Female","Number","653167"
"F1001C01","Population at Each Census","2011","2011","03","Kildare","-","Both sexes","Number","210312"
"F1001C01","Population at Each Census","2011","2011","03","Kildare","1","Male","Number","104658"
"F1001C01","Population at Each Census","2011","2011","03","Kildare","2","Female","Number","105654"
"F1001C01","Population at Each Census","2011","2011","04","Kilkenny","-","Both sexes","Number","95419"
"F1001C01","Population at Each Census","2011","2011","04","Kilkenny","1","Male","Number","47788"
"F1001C01","Population at Each Census","2011","2011","04","Kilkenny","2","Female","Number","47631"
"F1001C01","Population at Each Census","2011","2011","05","Laois","-","Both sexes","Number","80559"
"F1001C01","Population at Each Census","2011","2011","05","Laois","1","Male","Number","40587"
"F1001C01","Population at Each Census","2011","2011","05","Laois","2","Female","Number","39972"
"F1001C01","Population at Each Census","2011","2011","06","Longford","-","Both sexes","Number","39000"
"F1001C01","Population at Each Census","2011","2011","06","Longford","1","Male","Number","19649"
"F1001C01","Population at Each Census","2011","2011","06","Longford","2","Female","Number","19351"
"F1001C01","Population at Each Census","2011","2011","07","Louth","-","Both sexes","Number","122897"
"F1001C01","Population at Each Census","2011","2011","07","Louth","1","Male","Number","60763"
"F1001C01","Population at Each Census","2011","2011","07","Louth","2","Female","Number","62134"
"F1001C01","Population at Each Census","2011","2011","08","Meath","-","Both sexes","Number","184135"
"F1001C01","Population at Each Census","2011","2011","08","Meath","1","Male","Number","91910"
"F1001C01","Population at Each Census","2011","2011","08","Meath","2","Female","Number","92225"
"F1001C01","Population at Each Census","2011","2011","09","Offaly","-","Both sexes","Number","76687"
"F1001C01","Population at Each Census","2011","2011","09","Offaly","1","Male","Number","38430"
"F1001C01","Population at Each Census","2011","2011","09","Offaly","2","Female","Number","38257"
"F1001C01","Population at Each Census","2011","2011","10","Westmeath","-","Both sexes","Number","86164"
"F1001C01","Population at Each Census","2011","2011","10","Westmeath","1","Male","Number","42783"
"F1001C01","Population at Each Census","2011","2011","10","Westmeath","2","Female","Number","43381"
"F1001C01","Population at Each Census","2011","2011","11","Wexford","-","Both sexes","Number","145320"
"F1001C01","Population at Each Census","2011","2011","11","Wexford","1","Male","Number","71909"
"F1001C01","Population at Each Census","2011","2011","11","Wexford","2","Female","Number","73411"
"F1001C01","Population at Each Census","2011","2011","12","Wicklow","-","Both sexes","Number","136640"
"F1001C01","Population at Each Census","2011","2011","12","Wicklow","1","Male","Number","67542"
"F1001C01","Population at Each Census","2011","2011","12","Wicklow","2","Female","Number","69098"
"F1001C01","Population at Each Census","2011","2011","13","Clare","-","Both sexes","Number","117196"
"F1001C01","Population at Each Census","2011","2011","13","Clare","1","Male","Number","58298"
"F1001C01","Population at Each Census","2011","2011","13","Clare","2","Female","Number","58898"
"F1001C01","Population at Each Census","2011","2011","14","Cork","-","Both sexes","Number","519032"
"F1001C01","Population at Each Census","2011","2011","14","Cork","1","Male","Number","257470"
"F1001C01","Population at Each Census","2011","2011","14","Cork","2","Female","Number","261562"
"F1001C01","Population at Each Census","2011","2011","15","Kerry","-","Both sexes","Number","145502"
"F1001C01","Population at Each Census","2011","2011","15","Kerry","1","Male","Number","72629"
"F1001C01","Population at Each Census","2011","2011","15","Kerry","2","Female","Number","72873"
"F1001C01","Population at Each Census","2011","2011","16","Limerick","-","Both sexes","Number","191809"
"F1001C01","Population at Each Census","2011","2011","16","Limerick","1","Male","Number","95815"
"F1001C01","Population at Each Census","2011","2011","16","Limerick","2","Female","Number","95994"
"F1001C01","Population at Each Census","2011","2011","17","Tipperary","-","Both sexes","Number","158754"
"F1001C01","Population at Each Census","2011","2011","17","Tipperary","1","Male","Number","79584"
"F1001C01","Population at Each Census","2011","2011","17","Tipperary","2","Female","Number","79170"
"F1001C01","Population at Each Census","2011","2011","18","Waterford","-","Both sexes","Number","113795"
"F1001C01","Population at Each Census","2011","2011","18","Waterford","1","Male","Number","56464"
"F1001C01","Population at Each Census","2011","2011","18","Waterford","2","Female","Number","57331"
"F1001C01","Population at Each Census","2011","2011","19","Galway","-","Both sexes","Number","250653"
"F1001C01","Population at Each Census","2011","2011","19","Galway","1","Male","Number","124758"
"F1001C01","Population at Each Census","2011","2011","19","Galway","2","Female","Number","125895"
"F1001C01","Population at Each Census","2011","2011","20","Leitrim","-","Both sexes","Number","31798"
"F1001C01","Population at Each Census","2011","2011","20","Leitrim","1","Male","Number","16144"
"F1001C01","Population at Each Census","2011","2011","20","Leitrim","2","Female","Number","15654"
"F1001C01","Population at Each Census","2011","2011","21","Mayo","-","Both sexes","Number","130638"
"F1001C01","Population at Each Census","2011","2011","21","Mayo","1","Male","Number","65420"
"F1001C01","Population at Each Census","2011","2011","21","Mayo","2","Female","Number","65218"
"F1001C01","Population at Each Census","2011","2011","22","Roscommon","-","Both sexes","Number","64065"
"F1001C01","Population at Each Census","2011","2011","22","Roscommon","1","Male","Number","32353"
"F1001C01","Population at Each Census","2011","2011","22","Roscommon","2","Female","Number","31712"
"F1001C01","Population at Each Census","2011","2011","23","Sligo","-","Both sexes","Number","65393"
